Query,Title,Author,Publisher,Publised Year,Categories,Distinc Amount,Average,Sentiment,Percentile
5,"Over there;: The story of America's first great overseas crusade,",['Frank Freidel'],McGraw-Hill College,1990,['Fiction'],,,0.5059166666666667,0.31363949999999996
5,Asleep in the Sun (New York Review Books Classics),['Adolfo Bioy Casares'],New York Review of Books,2004,['Fiction'],,,0.38939999999999997,0.31363949999999996
5,Flint's Honor,['Richard S. Wheeler'],Forge Books,2001,['Fiction'],,,0.39806333333333327,0.31363949999999996
5,The Cobra Trilogy,['Timothy Zahn'],Baen Publishing Enterprises,2004,['Fiction'],,,0.3820571428571428,0.31363949999999996
5,Prisoners of Flight,['Sid Gustafson'],Open Road Media,2015,['Fiction'],,,0.4170233333333333,0.31363949999999996
5,A Father's Promise (Love Inspired #41),['Carolyne Aarsen'],HarperCollins UK,2013,['Fiction'],,,0.37284,0.31363949999999996
5,A Taste Of Fire (Zebra Historical Romance),['Hannah Howell'],Zebra Books,2001,['Fiction'],,,0.3246375,0.31363949999999996
5,A Season of Miracles: Shepherd's Moon\Wishing On A Star\Blind Faith\Christmas Serenade (Arabesque),"['Rochelle Alers', 'Adrianne Byrd', 'Janice Sims', 'Kayla Perrin']",Kimani,2006,['Fiction'],,,0.3630014285714286,0.31363949999999996
5,For The Love Of Mike (Harlequin Temptation),['Candace Schuler'],Harlequin Treasury-Harlequin Temptation 90s,1986,['Fiction'],,,0.35357,0.31363949999999996
5,The Best Of Friends,['Lucinda Berry'],Thomas & Mercer,2020,['Fiction'],,,0.31944,0.31363949999999996
5,Down The Rabbit Hole: A Samantha Skellar Mystery,['Lynne Jamneck'],Bella Books Incorporated,2005,['Fiction'],,,0.5525,0.31363949999999996
5,Looking for Canterbury,['Jason Marks'],Xlibris Corporation,2001,['Fiction'],,,0.3316325,0.31363949999999996
5,A New Day Rising (Red River of the North #2),['Lauraine Snelling'],Bethany House,2006,['Fiction'],,,0.3181041666666667,0.31363949999999996
5,Secrets of DR Taverner,['Dion Fortune'],Pickle Partners Publishing,2016,['Fiction'],,,0.375,0.31363949999999996
5,As Long As It's Big: A Narrative Poem (Johns Hopkins: Poetry and Fiction),['John Bricuth'],JHU Press,2005,['Fiction'],,,0.494465,0.31363949999999996
5,The Comancheros,['Paul I. Wellman'],Rare Treasure Editions,2021,['Fiction'],,,0.3546666666666667,0.31363949999999996
5,ANNIHILATION,['Jeff VanderMeer'],Macmillan,2014,['Fiction'],,,0.335195,0.31363949999999996
5,Wild And Willing (Triplet Brides) (Harlequin Presents),['Kim Lawrence'],Harlequin,2012,['Fiction'],,,0.477085,0.31363949999999996
5,Mystery at Salt Marsh Bridge: A Casey Miller Mystery (Casey Miller Mysteries),['John M. Prophet'],iUniverse,2001,['Fiction'],,,0.32332875000000005,0.31363949999999996
5,Birch Hollow Schoolmarm (Dora's Diary),['Carrie Bender'],,2002,['Fiction'],,,0.39261,0.31363949999999996
5,A Searching Heart (Prairie Legacy Series #2),['Janette Oke'],Bethany House,2008,['Fiction'],,,0.4105292,0.31363949999999996
5,"Tread upon the Lion (The Liberty Bell Series, Book 3)",['Gilbert Morris'],Bethany House Pub,1996,['Fiction'],,,0.4999,0.31363949999999996
5,While the Patient Slept,['Mignon Good Eberhart'],U of Nebraska Press,1995,['Fiction'],,,0.4,0.31363949999999996
5,Montana Surrender,['Trana Mae Simmons'],ePublishing Works!,2017,['Fiction'],,,0.52949,0.31363949999999996
5,Monuments: A Novel (Sandhill Chronicles),['Clay Reynolds'],Baen Publishing Enterprises,2005,['Fiction'],,,0.33483333333333337,0.31363949999999996
5,Seductive Hearts: For The Love Of You\Body and Soul\Seduction (Arabesque),['Felicia Mason'],Kimani,2005,['Fiction'],,,0.39426,0.31363949999999996
5,Whisper on the Wind,['Lauraine Snelling'],Baker Books,2012,['Fiction'],,,0.575,0.31363949999999996
5,Southern Gentlemen,['Jessica Peterson'],"Peterson Paperbacks, LLC",2021,['Fiction'],,,0.3952366666666667,0.31363949999999996
5,Devil's Corner CD,['Lisa Scottoline'],HarperAu,2005,['Fiction'],,,0.36866999999999994,0.31363949999999996
5,WIZARD'S BANE,['Rick Cook'],Baen Publishing Enterprises,1997,['Fiction'],,,0.37359125000000004,0.31363949999999996
5,The god-players,['Phil Valentine'],,2015,['Fiction'],,,0.33,0.31363949999999996
5,Spite Hall,['Jack L. Mauro'],iUniverse,2001,['Fiction'],,,0.39596000000000003,0.31363949999999996
5,2 Kill or Not to Kill: Two Christopher Raven Novellas,['William Dallmann'],Pebble Beach [Fla.] : Nautilus Press,2001,['Fiction'],,,0.335146,0.31363949999999996
5,Hidden Blessings (Arabesque),['Jacquelin Thomas'],Pinnacle Books,2000,['Fiction'],,,0.37108,0.31363949999999996
5,Sorcerers of Pan Tang (Stormbringer RPG),['Michael Moorcock'],Simon and Schuster,2022,['Fiction'],,,0.39762,0.31363949999999996
5,Absaroka Ambush (First Mountain Man #3),['William W. Johnstone'],Zebra Books,1996,['Fiction'],,,0.37262,0.31363949999999996
5,Does Freddy Dance,['Dick Scanlan'],Alyson Books,1995,['Fiction'],,,0.33351,0.31363949999999996
5,Sofi's Blessings,['Marliss Melton Arruda'],Amer House Book Pubs,2002,['Fiction'],,,0.47444,0.31363949999999996
5,Fires of Spring,['James A. Michener'],Dial Press,2014,['Fiction'],,,0.56667,0.31363949999999996
5,Three Times a Lady (Arabesque),['Niobia Bryant'],Kensington Books,2001,['Fiction'],,,0.34791111111111106,0.31363949999999996
5,The Christmas Poodle,['Robert Humphrey'],Pagefree Pub Incorporated,2005,['Fiction'],,,0.3554,0.31363949999999996
5,Weavers of Destiny,['Kathy Knowlton'],Trafford Publishing,2004,['Fiction'],,,0.40909,0.31363949999999996
5,GLI INDIFFERENTI.,['Alberto Moravia'],Giunti,2016,['Fiction'],,,0.45,0.31363949999999996
5,Haunted Castles: The Complete Gothic Tales of Ray Russell,['Ray Russell'],Penguin,2016,['Fiction'],,,0.36282,0.31363949999999996
5,"Janet Evanovich Boxed Set #2 (Hot Six, Seven Up, Hard Eight)",['Janet Evanovich'],,2007,['Fiction'],,,0.38384944444444447,0.31363949999999996
5,White as Snow: A Christmas Story (Mysterious Ways #1),['Donna Westover Gallup'],Cladach Pub,2006,['Fiction'],,,0.32786100000000007,0.31363949999999996
5,"Charmed and Dangerous (The Landry Brothers, Book 6) (Harlequin Intrigue Series #886)",['Kelsey Roberts'],Harlequin,2010,['Fiction'],,,0.5449133333333332,0.31363949999999996
5,"The Detonators (Matt Helm, No. 22)",['Donald Hamilton'],"Titan Books (US, CA)",2016,['Fiction'],,,0.5675,0.31363949999999996
5,Imre: A Memorandum (Broadview Literary Texts),['Edward Prime-Stevenson'],Broadview Press,2003,['Fiction'],,,0.32605,0.31363949999999996
5,Parables and portraits,['Stephen Mitchell'],Harper Collins,2009,['Fiction'],,,0.33214,0.31363949999999996
5,Sow the Seeds of Hemp 1ST Edition,['Gary Jennings'],W W Norton & Company Incorporated,1976,['Fiction'],,,0.31456333333333336,0.31363949999999996
5,In the Nursery,['Asia Mackay'],Bonnier Zaffre Ltd.,2019,['Fiction'],,,0.3220725,0.31363949999999996
5,Fallway,['Paula E. Downing'],Del Rey,1992,['Fiction'],,,0.31747333333333333,0.31363949999999996
5,Prodigal Summer by Kingsolver (hardcover edition),['Barbara Kingsolver'],Harper Collins,2001,['Fiction'],,,0.66667,0.31363949999999996
5,They don't play stickball in Milwaukee,['Reed Farrel Coleman'],Permanent Press (NY),1998,['Fiction'],,,0.3735,0.31363949999999996
5,Lema: An L. L. Layman western,['L. Layman'],iUniverse,2005,['Fiction'],,,0.9,0.31363949999999996
5,The steps of the sun (Collier nucleus fantasy & science fiction),['Walter Tevis'],Simon & Schuster Books For Young Readers,1990,['Fiction'],,,0.41065,0.31363949999999996
5,Once upon an Everyday,['Diane Setterfield'],Atria/Emily Bestler Books,2019,['Fiction'],,,0.35682,0.31363949999999996
5,The Busconductor Hines,['James Kelman'],Birlinn Limited,2007,['Fiction'],,,0.39522,0.31363949999999996
5,Armageddon Axis,['James Axler'],Harlequin Books,1999,['Fiction'],,,0.36336,0.31363949999999996
5,Adjacent Lives,['Christopher Priest'],"Titan Books (US, CA)",2014,['Fiction'],,,0.47917,0.31363949999999996
5,The Case of the Confirmed Bachelor: Most Wanted,['Diana Palmer'],Harlequin,2011,['Fiction'],,,0.3597,0.31363949999999996
5,It's A Dirty Job...Writing Porn For Fun and Profit! Includes Paying Markets!,['Katy Terrega'],Booklocker.Com Incorporated,2001,['Fiction'],,,0.3347054545454546,0.31363949999999996
5,Unto a Good Land (The Emigrants II),['Vilhelm Moberg'],Borealis Book,1995,['Fiction'],,,0.32819,0.31363949999999996
5,CHILDREN'S BIBLE,['Lydia Millet'],W. W. Norton & Company,2020,['Fiction'],,,0.41667,0.31363949999999996
5,The Phoebe Chronicles: Angels of Death,['Keith Leonard'],Nbm Publishing Company,1998,['Fiction'],,,0.40875,0.31363949999999996
5,Great Cakes,['Christopher Fowler'],Random House,2016,['Fiction'],,,0.33468050000000005,0.31363949999999996
5,The Final Adversary (The House of Winslow #12),['Gilbert Morris'],Bethany House,2005,['Fiction'],,,0.485834,0.31363949999999996
5,Star Wars Dark Apprentice Volume Jedi,['Kevin J. Anderson'],Spectra,1994,['Fiction'],,,0.526935,0.31363949999999996
5,In The Midst of The Fire,['Thomas E. Sniegoski'],Roc,2014,['Fiction'],,,0.3598925,0.31363949999999996
5,The Perfect Couple,['Elin Hilderbrand'],Hachette UK,2018,['Fiction'],,,0.37083,0.31363949999999996
5,For My Daughter (Harlequin Promo),"['Harlequin Books', 'Janice Kay Johnson', 'Margot Early', 'Jan Freed']",,1998,['Fiction'],,,0.31591,0.31363949999999996
5,5ive,['Howard Billy Burl McDaniel'],iUniverse,2011,['Fiction'],,,0.41009900000000005,0.31363949999999996
5,The president's lady: A novel about Rachel and Andrew Jackson,['Irving Stone'],Thomas Nelson Inc,1996,['Fiction'],,,0.33254625000000004,0.31363949999999996
5,Edinburgh,['Alexander Chee'],HarperCollins,2016,['Fiction'],,,0.52187,0.31363949999999996
5,She's the One,['J.J. Murray'],Kensington Publishing Corp.,2012,['Fiction'],,,0.39286,0.31363949999999996
5,The Great Mistake,['Jonathan Lee'],Vintage,2022,['Fiction'],,,0.367015,0.31363949999999996
5,A perfect stranger,['Megan Miranda'],Pocket Books,2019,['Fiction'],,,0.3740579310344827,0.31363949999999996
5,"Truly Daddy (Silhouette Romance, No. 1363)",['Cara Colter'],New York : Silhouette Books,2006,['Fiction'],,,0.31992333333333334,0.31363949999999996
5,Night Studies: Stories of Life in a West African Village,['Benjamin Madison'],Trafford Publishing,2004,['Fiction'],,,0.35461666666666664,0.31363949999999996
5,Abel's Daughter,"['Rachel Maddux', 'Nancy A. Walker']",,1993,['Fiction'],,,0.3225,0.31363949999999996
5,The Papaw Diary,['Dennis W. Shepherd'],Author House,2005,['Fiction'],,,0.35625,0.31363949999999996
5,Justification of Johann Gutenberg Poster,['Blake Morrison'],Anchor Canada,2010,['Fiction'],,,0.31947,0.31363949999999996
5,"A Different Angle, fly Fishing Stories By Women",['Holly Morris'],Berkley Publishing Group,1998,['Fiction'],,,0.38226,0.31363949999999996
5,The Stone That Shines: A Western Story,['Max Brand'],Five Star (ME),1997,['Fiction'],,,0.35962,0.31363949999999996
5,A Tail of Two Murders,['Melissa Cleary'],Berkley,1993,['Fiction'],,,0.325528,0.31363949999999996
5,Helen's Passage,['Diana M. Concannon'],Cavatica Publishing Company,1998,['Fiction'],,,0.615,0.31363949999999996
5,Beowulf: A Student Edition,['George Jack'],Oxford University Press on Demand,1994,['Fiction'],,,0.32042333333333334,0.31363949999999996
5,Children of the Bible,['Lydia Millet'],W. W. Norton & Company,2020,['Fiction'],,,0.7,0.31363949999999996
5,When the Whippoorwill-,['Marjorie Kinnan Rawlings'],"Dunwoody, Ga. : N. S. Berg, 1973 [c1940]",1940,['Fiction'],,,0.575,0.31363949999999996
5,Love Storm,['Susan Johnson'],Bantam Books,1995,['Fiction'],,,0.472845,0.31363949999999996
5,The Flight of the Doves,['Walter Macken'],Simon & Schuster,1992,['Fiction'],,,0.4071671428571429,0.31363949999999996
5,Before...12:01...and After,['Richard A. Lupoff'],Fedogan & Bremer Pub Llc,1996,['Fiction'],,,0.45,0.31363949999999996
5,Dancing on Snowflakes,['Jane Bonander'],Diversion Books,2013,['Fiction'],,,0.39344999999999997,0.31363949999999996
5,Considerthe Lilies,['Iain Crichton Smith'],Birlinn,2015,['Fiction'],,,0.42,0.31363949999999996
5,Searching for My Natural Hair Color,['Diane Beil'],,2003,['Fiction'],,,0.3859600000000001,0.31363949999999996
5,And Berry Came Too,['Cecil William Mercer'],DigiCat,2022,['Fiction'],,,0.375,0.31363949999999996
5,The Complete Works of Lewis Carroll,['Lewis Carroll'],e-artnow,2019,['Fiction'],,,0.3698809090909091,0.31363949999999996
5,Millionaire On Her Doorstep (Twins On The Doorstep) (Silhouette Romance),['Stella Bagwell'],Harlequin,2011,['Fiction'],,,0.32843,0.31363949999999996
5,Under the Apple Tree,['Dan Wakefield'],Open Road Media,2016,['Fiction'],,,0.36875,0.31363949999999996
5,The Duchess of Duke Street: A novel,['Mollie Hardwick'],Henry Holt & Company,1977,['Fiction'],,,0.39833,0.31363949999999996
5,A View from the Porch: A Journey of Spirit,['D. C. Brown'],Booklocker.Com Incorporated,2001,['Fiction'],,,0.3506523076923077,0.31363949999999996
5,Judaic Artisans Today: Contemporary Judaica in the United States and the Artists Who Created It,['Kathryn Morton'],,1999,['Fiction'],,,0.49722,0.31363949999999996
5,Loves Last Chance: A Nigel and Nicky Mystery (Nigel and Nicky Mysteries),['Krandall Kraus'],Alyson Publications,2000,['Fiction'],,,0.37910666666666665,0.31363949999999996
5,"Dreadnought (Starwolves series, Book No. 4)",['Thorarinn Gunnarsson'],Questar,1993,['Fiction'],,,0.43333,0.31363949999999996
5,Mark Twain: Selected Writings of an American Skeptic,['Mark Twain'],,1995,['Fiction'],,,0.36011,0.31363949999999996
5,The Rounders,['Max Evans'],UNM Press,2010,['Fiction'],,,0.31782333333333335,0.31363949999999996
5,Tears of Joy,['Michael Lawrence'],,2015,['Fiction'],,,0.34746000000000005,0.31363949999999996
5,Night Riders: A Western Duo (Five Star First Edition Western),['Giff Cheshire'],Five Star Trade,2006,['Fiction'],,,0.325,0.31363949999999996
5,The Creeps in Room 112,['Victoria Alexander Bennett'],,2002,['Fiction'],,,0.382615,0.31363949999999996
5,Amethysts and Arson,['Lynn Gardner'],Covenant Communications,1999,['Fiction'],,,0.495275,0.31363949999999996
5,Vigilance (Alias),"['J. J. Abrams', 'Paul Ruditis']",Simon and Schuster,2006,['Fiction'],,,0.36905000000000004,0.31363949999999996
5,The Pioneers (American Family Portraits #5),['Jack Cavanaugh'],Riveroak Pub,2005,['Fiction'],,,0.39082142857142854,0.31363949999999996
5,My Dearest Love,['Sarah M. Eden'],,2017,['Fiction'],,,0.4066666666666667,0.31363949999999996
5,Best Fetish Erotica (Best Erotica Series),['Cara Bruce'],Cleis Press Start,2009,['Fiction'],,,0.39344428571428575,0.31363949999999996
5,The hurricane,['R.J. Prescott'],Forever,2015,['Fiction'],,,0.56,0.31363949999999996
5,LONE STAR DRIFTER,['Cara West'],Harlequin Treasury-Harlequin Superromance 90s,1992,['Fiction'],,,0.42536,0.31363949999999996
5,Beaches II: I'll Be There,['Iris Rainer Dart'],Grand Central Pub,1992,['Fiction'],,,0.3431433333333333,0.31363949999999996
5,Wizard at Large Book Three The Magic Kingdom of Landover,['Terry Brooks'],Del Rey,2009,['Fiction'],,,0.6125,0.31363949999999996
5,"Skylance (Stony Man, No. 25)",['Don Pendleton'],Gold Eagle,1996,['Fiction'],,,0.323195,0.31363949999999996
5,Husbands,['Chandler Baker'],Flatiron Books,2021,['Fiction'],,,0.41667,0.31363949999999996
5,The Forsaken Flower,['Dee B. Williams'],Trafford Publishing,2004,['Fiction'],,,0.55,0.31363949999999996
5,"Encyclopedia of Brazilian Jiu-Jitsu, Vol. 3","['Rigan Machado', 'Jose M Fraguas']",,2020,['Fiction'],,,0.4818883333333333,0.31363949999999996
5,Tales,['Chronicle Books'],Chronicle Books,2019,['Fiction'],,,0.40667,0.31363949999999996
5,Magica Ruta 40/magic Road 40 (Coleccion Turismo) (Spanish Edition),['Kurt Vonnegut'],Dial Press,2009,['Fiction'],,,0.370685,0.31363949999999996
5,Faeries,['David Larkin'],New York : Abrams,1978,['Fiction'],,,0.33674379629629625,0.31363949999999996
5,The Odyssey of Homer Illustrated in Slipcase,['Homer'],,2020,['Fiction'],,,0.4325,0.31363949999999996
5,How Much Is That Couple In The Window? (Silhouette Yours Truly),['Lori Herter'],Harlequin,2011,['Fiction'],,,0.45,0.31363949999999996
5,The President's Lady: A Novel About Rachel and Andrew Jackson,['Irving Stone'],Thomas Nelson Inc,1996,['Fiction'],,,0.5875,0.31363949999999996
5,Lonesome River (Wabash Series),['Dorothy Garlock'],Grand Central Publishing,2001,['Fiction'],,,0.3376911111111111,0.31363949999999996
5,"Channeling Biker Bob II: Lover's Embrace,(the second in a four part series)",['Nik C. Colyer'],Singing Reed Press,2003,['Fiction'],,,0.35002,0.31363949999999996
5,Sleep Deep,['Wright Morris'],U of Nebraska Press,2017,['Fiction'],,,0.45833,0.31363949999999996
5,A Ruthless Need (Center Point Platinum Fiction (Large Print)),['Catherine Cookson'],Center Point Pub,2001,['Fiction'],,,0.32290166666666664,0.31363949999999996
5,The Lady in Blue,['Javier Sierra'],Simon and Schuster,2007,['Fiction'],,,0.32966,0.31363949999999996
5,River of Tomorrow,['Lesley Kagen'],Penguin,2010,['Fiction'],,,0.3577336363636364,0.31363949999999996
5,Children of the Dawn,['Patricia Rowe'],Grand Central Publishing,2009,['Fiction'],,,0.72222,0.31363949999999996
5,No Man's Land,['David Baldacci'],Grand Central Publishing,2016,['Fiction'],,,0.31783500000000003,0.31363949999999996
5,Lone Star (HeartQuest),['Catherine Palmer'],Tyndale House Pub,1998,['Fiction'],,,0.330095,0.31363949999999996
5,Inkplots,['Inkplots Writers Group'],,1999,['Fiction'],,,0.36828666666666665,0.31363949999999996
5,The Texan triumph: A romance of the San Jacinto campaign (Texan series),['Joseph A. Altsheler'],Read Books Ltd,2017,['Fiction'],,,0.34414500000000003,0.31363949999999996
5,The Best Canadian Animal Stories: Classic Tales by Master Storytellers,['Muriel Whitaker'],McClelland & Stewart,2012,['Fiction'],,,0.42384,0.31363949999999996
5,The Believers,['Zoe Heller'],Harper Collins,2009,['Fiction'],,,0.38734555555555555,0.31363949999999996
5,A Woman's Touch,['Jayne Ann Krentz'],,2002,['Fiction'],,,0.48850499999999997,0.31363949999999996
5,Escalation (Gundam Mobile Suit #2),['Yoshiyuki Tomino'],Stone Bridge Press,2012,['Fiction'],,,0.58087,0.31363949999999996
5,The Passage,['Justin Cronin'],Doubleday Canada,2010,['Fiction'],,,0.35602,0.31363949999999996
5,Moon Dancer,['Robert Deyo'],CreateSpace,2012,['Fiction'],,,0.45747333333333334,0.31363949999999996
5,"To be, or not to be?: A novel",['Ryan North'],Breadpig Incorporated,2013,['Fiction'],,,0.3233,0.31363949999999996
5,Eternity's Handmaiden,['R. Peter Ubtrent'],LULU BOOKS,2004,['Fiction'],,,0.3279025,0.31363949999999996
5,The Heart of Christmas (Harlequin Superromance No. 817),['Tara Taylor Quinn'],Harlequin Books,2006,['Fiction'],,,0.3425,0.31363949999999996
5,Hattie's Preacher,['Sherry Derr Wille'],Lulu.com,2013,['Fiction'],,,0.34394,0.31363949999999996
